alloy,temperature,processing,method,status,pred_ys,actual_ys,pred_uts,actual_uts,pred_el,actual_el,pred_em,actual_em,pred_density,pred_gamma_prime,confidence_level,tcp_risk,corrections_applied,eval_time_sec
Special Metals INCONEL® alloy 693,21.0,wrought,LLM_ONLY,SUCCESS,550,530.9,1050,937.7,30,45.0,214000,196.0,,,LOW,N/A,0,1.6
Special Metals INCONEL® alloy 693,100.0,wrought,LLM_ONLY,SUCCESS,280,,700,,30,,200,194.0,,,LOW,N/A,0,1.4
Special Metals INCONEL® alloy 693,500.0,wrought,LLM_ONLY,SUCCESS,450,,900,,25,,180,165.0,,,LOW,N/A,0,1.1
Special Metals INCONEL® alloy 693,800.0,wrought,LLM_ONLY,SUCCESS,450,,700,,25,,180,137.0,,,LOW,N/A,0,2.0
Special Metals INCONEL® alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy,20.0,wrought,LLM_ONLY,SUCCESS,900,818.4,1200,1209.0,25,36.4,220000,221.0,,,LOW,N/A,0,1.2
Special Metals INCONEL® alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy,22.0,wrought,LLM_ONLY,SUCCESS,900,818.4,1200,1209.0,25,36.4,220000,221.0,,,LOW,N/A,0,1.1
Special Metals INCONEL® alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy,100.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,210,218.0,,,LOW,N/A,0,1.2
Special Metals INCONEL® alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy,500.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,220000,193.0,,,LOW,N/A,0,0.9
Special Metals INCONEL® alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy,900.0,wrought,LLM_ONLY,SUCCESS,550,,750,,20,,180,158.0,,,LOW,N/A,0,1.5
PWA*1480(SC),21.0,cast,LLM_ONLY,SUCCESS,950,895.0,1250,,12,4.0,220,127.0,,,LOW,N/A,0,5.1
PWA*1480(SC),538.0,cast,LLM_ONLY,SUCCESS,850,881.0,1050,,12,4.8,180,110.0,,,LOW,N/A,0,1.4
PWA*1480(SC),649.0,cast,LLM_ONLY,SUCCESS,850,910.0,1050,1140.0,12,5.5,220,105.0,,,LOW,N/A,0,1.4
PWA*1480(SC),760.0,cast,LLM_ONLY,SUCCESS,850,905.0,1050,1130.0,12,7.9,180,99.3,,,LOW,N/A,0,1.5
PWA*1480(SC),871.0,cast,LLM_ONLY,SUCCESS,850,730.0,1050,995.0,12,12.0,180,,,,LOW,N/A,0,1.4
PWA*1480(SC),982.0,cast,LLM_ONLY,SUCCESS,250,495.0,400,685.0,10,19.5,180,86.9,,,LOW,N/A,0,1.6
PWA*1480(SC),1093.0,cast,LLM_ONLY,SUCCESS,220,276.0,380,,12,32.0,140,,,,LOW,N/A,0,1.0
RENÉ* N5(SC),21.0,cast,LLM_ONLY,SUCCESS,900,855.0,1200,1078.0,20,17.0,200,127.0,,,LOW,N/A,0,2.2
RENÉ* N5(SC),538.0,cast,LLM_ONLY,SUCCESS,850,821.0,1050,1023.0,12,11.0,190,110.0,,,LOW,N/A,0,1.4
RENÉ* N5(SC),649.0,cast,LLM_ONLY,SUCCESS,800,862.0,1050,1050.0,12,9.5,170,105.0,,,LOW,N/A,0,2.0
RENÉ* N5(SC),760.0,cast,LLM_ONLY,SUCCESS,850,883.0,1050,1126.0,12,13.0,210,99.3,,,LOW,N/A,0,1.5
RENÉ* N5(SC),871.0,cast,LLM_ONLY,SUCCESS,450,793.0,700,954.0,20,19.0,180,,,,LOW,N/A,0,2.0
RENÉ* N5(SC),982.0,cast,LLM_ONLY,SUCCESS,450,621.0,700,746.0,20,25.0,140,86.9,,,LOW,N/A,0,1.3
RENÉ* N5(SC),1093.0,cast,LLM_ONLY,SUCCESS,150,345.0,300,380.0,20,27.0,180,,,,LOW,N/A,0,1.5
NX188(DS),21.0,cast,LLM_ONLY,SUCCESS,900,960.0,1200,1040.0,20,5.0,200,,,,LOW,N/A,0,1.8
NX188(DS),538.0,cast,LLM_ONLY,SUCCESS,850,,1050,1080.0,12,4.5,180,,,,LOW,N/A,0,1.3
NX188(DS),649.0,cast,LLM_ONLY,SUCCESS,550,1050.0,750,1195.0,20,3.0,180,,,,LOW,N/A,0,1.9
NX188(DS),760.0,cast,LLM_ONLY,SUCCESS,450,1145.0,700,1215.0,25,1.5,170,,,,LOW,N/A,0,1.6
NX188(DS),871.0,cast,LLM_ONLY,SUCCESS,250,1185.0,550,595.0,25,2.0,150,,,,LOW,N/A,0,1.7
NX188(DS),982.0,cast,LLM_ONLY,SUCCESS,250,585.0,550,395.0,25,3.0,180,,,,LOW,N/A,0,1.6
NX188(DS),1093.0,cast,LLM_ONLY,SUCCESS,220,345.0,380,,25,3.0,180,,,,LOW,N/A,0,1.4
CMSX-10,20.0,cast,LLM_ONLY,SUCCESS,1050,950.0,1400,1155.0,8,13.0,220,,,,LOW,N/A,0,1.4
CMSX-8,20.0,cast,LLM_ONLY,SUCCESS,900,950.0,1200,1100.0,12,12.0,207,,,,LOW,N/A,0,1.3
DD5,20.0,cast,LLM_ONLY,SUCCESS,1050,850.0,1400,1100.0,12,10.0,220,,,,LOW,N/A,0,1.0
DD6,20.0,cast,LLM_ONLY,SUCCESS,900,1050.0,1200,1100.0,20,10.0,220,,,,LOW,N/A,0,1.4
DD9,20.0,cast,LLM_ONLY,SUCCESS,950,958.0,1250,1023.0,12,9.0,220,,,,LOW,N/A,0,1.3
DD98M,20.0,cast,LLM_ONLY,SUCCESS,900,1000.0,1200,1190.0,15,8.0,220,,,,LOW,N/A,0,1.4
PWA 1497,20.0,cast,LLM_ONLY,SUCCESS,900,850.0,1200,1100.0,12,9.0,220,,,,LOW,N/A,0,1.7
Rene N500,20.0,cast,LLM_ONLY,SUCCESS,950,950.0,1250,1200.0,12,9.0,220,,,,LOW,N/A,0,1.2
Rene N6,20.0,cast,LLM_ONLY,SUCCESS,900,1150.0,1200,1300.0,8,9.0,220,,,,LOW,N/A,0,1.5
RR3000,20.0,cast,LLM_ONLY,SUCCESS,900,1100.0,1200,1400.0,15,10.0,220,,,,LOW,N/A,0,2.0
RR3010,20.0,cast,LLM_ONLY,SUCCESS,1050,950.0,1250,1200.0,12,10.0,220,,,,LOW,N/A,0,1.8
TMS-138,20.0,cast,LLM_ONLY,SUCCESS,1050,1050.0,1400,1100.0,8,10.0,220,,,,LOW,N/A,0,1.4
TMS-162,20.0,cast,LLM_ONLY,SUCCESS,900,1000.0,1200,1250.0,20,10.0,220,,,,LOW,N/A,0,1.4
MC-102*,21.0,cast,LLM_ONLY,SUCCESS,1050,605.0,1400,675.0,20,5.0,200000,,,,LOW,N/A,0,3.9
MC-102*,538.0,cast,LLM_ONLY,SUCCESS,850,540.0,1050,655.0,25,9.0,220000,,,,LOW,N/A,0,1.9
MC-102*,649.0,cast,LLM_ONLY,SUCCESS,850,525.0,1050,640.0,12,9.0,210000,,,,LOW,N/A,0,1.7
MC-102*,760.0,cast,LLM_ONLY,SUCCESS,550,530.0,750,605.0,18,4.0,170,,,,LOW,N/A,0,2.3
MC-102*,871.0,cast,LLM_ONLY,SUCCESS,450,250.0,700,395.0,25,11.0,170,,,,LOW,N/A,0,1.1
MC-102*,982.0,cast,LLM_ONLY,SUCCESS,200,130.0,450,250.0,25,12.0,150,,,,LOW,N/A,0,1.9
NIMOCAST* 75,21.0,cast,LLM_ONLY,SUCCESS,450,179.0,900,500.0,25,39.0,207,,,,LOW,N/A,0,1.9
NIMOCAST* 242,21.0,cast,LLM_ONLY,SUCCESS,850,300.0,1200,460.0,20,8.0,220000,,,,LOW,N/A,0,1.1
INCONEL* MA758,21.0,wrought,LLM_ONLY,SUCCESS,900,558.0,1200,951.0,25,27.0,200000,,,,LOW,N/A,0,1.5
INCONEL* MA758,538.0,wrought,LLM_ONLY,SUCCESS,420,427.0,620,751.0,25,24.0,180,,,,LOW,N/A,0,1.1
INCONEL* MA758,649.0,wrought,LLM_ONLY,SUCCESS,850,379.0,1050,558.0,25,28.0,180,,,,LOW,N/A,0,1.3
INCONEL* MA758,760.0,wrought,LLM_ONLY,SUCCESS,450,269.0,700,427.0,25,41.0,180,,,,LOW,N/A,0,1.4
INCONEL* MA758,982.0,wrought,LLM_ONLY,SUCCESS,120,152.0,250,172.0,25,29.0,150,,,,LOW,N/A,0,1.6
INCONEL* 600,21.0,wrought,LLM_ONLY,SUCCESS,550,285.0,1050,660.0,25,45.0,214000,214.0,,,LOW,N/A,0,1.7
INCONEL* 600,93.0,wrought,LLM_ONLY,SUCCESS,310,,760,,30,,207,210.0,,,LOW,N/A,0,1.1
INCONEL* 600,204.0,wrought,LLM_ONLY,SUCCESS,410,,920,,35,,207,205.0,,,LOW,N/A,0,0.9
INCONEL* 600,316.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,190000,199.0,,,LOW,N/A,0,0.8
INCONEL* 600,427.0,wrought,LLM_ONLY,SUCCESS,450,,900,,25,,190000,192.0,,,LOW,N/A,0,1.1
INCONEL* 600,538.0,wrought,LLM_ONLY,SUCCESS,420,220.0,920,560.0,25,41.0,190000,184.0,,,LOW,N/A,0,1.0
INCONEL* 600,649.0,wrought,LLM_ONLY,SUCCESS,240,205.0,620,450.0,35,49.0,190,176.0,,,LOW,N/A,0,1.0
INCONEL* 600,760.0,wrought,LLM_ONLY,SUCCESS,450,180.0,700,260.0,25,70.0,180,168.0,,,LOW,N/A,0,1.6
INCONEL* 600,871.0,wrought,LLM_ONLY,SUCCESS,220,75.0,520,140.0,25,80.0,170,157.0,,,LOW,N/A,0,1.2
INCONEL* 600,982.0,wrought,LLM_ONLY,SUCCESS,120,41.0,250,76.0,25,115.0,150,145.0,,,LOW,N/A,0,1.5
TD NiCr,21.0,wrought,LLM_ONLY,SUCCESS,400,615.0,900,945.0,25,20.0,217,,,,LOW,N/A,0,1.4
TD NiCr,538.0,wrought,LLM_ONLY,SUCCESS,420,450.0,620,685.0,25,14.5,170,,,,LOW,N/A,0,1.2
TD NiCr,649.0,wrought,LLM_ONLY,SUCCESS,250,365.0,550,435.0,25,11.0,180,,,,LOW,N/A,0,1.4
TD NiCr,760.0,wrought,LLM_ONLY,SUCCESS,250,260.0,550,270.0,25,5.0,180,,,,LOW,N/A,0,2.0
TD NiCr,871.0,wrought,LLM_ONLY,SUCCESS,250,180.0,550,185.0,25,3.0,180000,,,,LOW,N/A,0,2.1
TD NiCr,982.0,wrought,LLM_ONLY,SUCCESS,80,130.0,120,140.0,25,2.0,150,,,,LOW,N/A,0,2.3
TD NiCr,1093.0,wrought,LLM_ONLY,SUCCESS,50,105.0,70,110.0,25,1.5,150,,,,LOW,N/A,0,2.2
HASTELLOY* X,21.0,wrought,LLM_ONLY,SUCCESS,450,360.0,900,785.0,25,43.0,220000,197.0,,,LOW,N/A,0,1.4
HASTELLOY* X,93.0,wrought,LLM_ONLY,SUCCESS,1050,,1300,,25,,215000,194.0,,,LOW,N/A,0,1.9
HASTELLOY* X,204.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,200000,186.0,,,LOW,N/A,0,1.1
HASTELLOY* X,316.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,200000,178.0,,,LOW,N/A,0,1.8
HASTELLOY* X,427.0,wrought,LLM_ONLY,SUCCESS,870,,1200,,20,,205000,170.0,,,LOW,N/A,0,1.0
HASTELLOY* X,538.0,wrought,LLM_ONLY,SUCCESS,850,290.0,1100,650.0,20,45.0,190000,161.0,,,LOW,N/A,0,2.8
HASTELLOY* X,649.0,wrought,LLM_ONLY,SUCCESS,850,275.0,1050,570.0,25,37.0,210000,154.0,,,LOW,N/A,0,1.2
HASTELLOY* X,760.0,wrought,LLM_ONLY,SUCCESS,850,260.0,1050,435.0,20,37.0,190000,146.0,,,LOW,N/A,0,1.8
HASTELLOY* X,871.0,wrought,LLM_ONLY,SUCCESS,450,180.0,700,255.0,25,50.0,170,137.0,,,LOW,N/A,0,2.1
HASTELLOY* X,982.0,wrought,LLM_ONLY,SUCCESS,250,110.0,450,150.0,25,45.0,170,128.0,,,LOW,N/A,0,2.0
HASTELLOY* X,1093.0,wrought,LLM_ONLY,SUCCESS,120,55.0,250,90.0,30,40.0,180,,,,LOW,N/A,0,1.1
HAYNES* 242,21.0,wrought,LLM_ONLY,SUCCESS,450,845.0,900,1290.0,25,46.0,220000,228.0,,,LOW,N/A,0,1.1
HAYNES* 242,93.0,wrought,LLM_ONLY,SUCCESS,450,,900,,25,,220000,225.0,,,LOW,N/A,0,1.1
HAYNES* 242,204.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,220000,219.0,,,LOW,N/A,0,2.1
HAYNES* 242,316.0,wrought,LLM_ONLY,SUCCESS,800,,1050,,25,,220000,212.0,,,LOW,N/A,0,2.1
HAYNES* 242,427.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190000,205.0,,,LOW,N/A,0,1.6
HAYNES* 242,538.0,wrought,LLM_ONLY,SUCCESS,850,540.0,1050,1080.0,20,50.0,190000,197.0,,,LOW,N/A,0,1.6
HAYNES* 242,649.0,wrought,LLM_ONLY,SUCCESS,850,570.0,1050,1000.0,25,41.0,220000,190.0,,,LOW,N/A,0,1.3
HAYNES* 242,760.0,wrought,LLM_ONLY,SUCCESS,450,310.0,700,730.0,25,54.0,180,177.0,,,LOW,N/A,0,1.6
HAYNES* 242,871.0,wrought,LLM_ONLY,SUCCESS,420,310.0,620,500.0,25,85.0,180,166.0,,,LOW,N/A,0,1.3
HAYNES* 242,982.0,wrought,LLM_ONLY,SUCCESS,200,210.0,400,290.0,25,97.0,150,154.0,,,LOW,N/A,0,2.3
Alloy 718 (AMS 5596 sheet),20.0,wrought,LLM_ONLY,SUCCESS,1200,860.0,1400,1100.0,20,30.0,200000,,,,LOW,N/A,0,1.5
Alloy 725,20.0,wrought,LLM_ONLY,SUCCESS,1050,827.0,1400,1170.0,20,35.0,200000,,,,LOW,N/A,0,1.2
Haynes 244,20.0,wrought,LLM_ONLY,SUCCESS,1050,860.0,1250,1240.0,20,12.0,220000,,,,LOW,N/A,0,0.9
ATI Allegheny Ludlum AL 22™ Nickel-Base Alloy,20.0,wrought,LLM_ONLY,SUCCESS,900,345.0,1200,724.0,20,67.0,210,207.0,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,20.0,wrought,LLM_ONLY,SUCCESS,965,415.0,1240,790.0,35,50.0,206,205.0,,,LOW,N/A,0,1.6
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,21.0,wrought,LLM_ONLY,SUCCESS,1030,415.0,1310,790.0,30,50.0,206,205.0,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,93.0,wrought,LLM_ONLY,SUCCESS,900,380.0,1200,725.0,30,50.0,214000,,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,204.0,wrought,LLM_ONLY,SUCCESS,900,345.0,1200,710.0,25,50.0,215000,,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,316.0,wrought,LLM_ONLY,SUCCESS,900,315.0,1200,675.0,30,55.0,207000,,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,427.0,wrought,LLM_ONLY,SUCCESS,850,290.0,1200,655.0,25,60.0,190000,,,,LOW,N/A,0,1.4
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,538.0,wrought,LLM_ONLY,SUCCESS,850,270.0,1100,640.0,25,60.0,205,,,,LOW,N/A,0,1.4
ATI Allegheny Ludlum AL 600™ Nickel-Base Alloy,20.0,wrought,LLM_ONLY,SUCCESS,310,255.0,760,640.0,30,45.0,207,207.0,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 601™ Nickel-Base Alloy,20.0,wrought,LLM_ONLY,SUCCESS,550,440.0,1050,790.0,30,45.0,214000,205.0,,,LOW,N/A,0,2.0
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,20.0,wrought,LLM_ONLY,SUCCESS,950,485.0,1250,940.0,25,46.0,214000,205.0,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,21.0,wrought,LLM_ONLY,SUCCESS,1050,485.0,1250,940.0,20,46.0,214000,205.0,,,LOW,N/A,0,0.9
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,93.0,wrought,LLM_ONLY,SUCCESS,1050,,1400,,20,,200000,200.0,,,LOW,N/A,0,1.4
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,204.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,20,,220000,195.0,,,LOW,N/A,0,1.6
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,316.0,wrought,LLM_ONLY,SUCCESS,920,,1120,,22,,206000,190.0,,,LOW,N/A,0,1.0
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,427.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,190000,185.0,,,LOW,N/A,0,1.4
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,538.0,wrought,LLM_ONLY,SUCCESS,800,,1050,,20,,190000,175.0,,,LOW,N/A,0,1.3
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,649.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,180,170.0,,,LOW,N/A,0,1.8
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,760.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190,160.0,,,LOW,N/A,0,1.3
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,21.0,wrought,LLM_ONLY,SUCCESS,1050,1200.0,1250,1435.0,25,21.0,214000,200.0,,,LOW,N/A,0,0.9
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,93.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,200000,196.0,,,LOW,N/A,0,1.0
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,204.0,wrought,LLM_ONLY,SUCCESS,850,1125.0,1200,1365.0,25,20.0,220000,190.0,,,LOW,N/A,0,0.9
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,316.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,200000,184.0,,,LOW,N/A,0,0.9
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,427.0,wrought,LLM_ONLY,SUCCESS,850,1080.0,1050,1325.0,25,19.5,220000,178.0,,,LOW,N/A,0,1.2
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,538.0,wrought,LLM_ONLY,SUCCESS,550,1065.0,900,1280.0,25,19.0,180,171.0,,,LOW,N/A,0,1.0
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,649.0,wrought,LLM_ONLY,SUCCESS,850,1020.0,1050,1160.0,20,19.0,180,163.0,,,LOW,N/A,0,0.9
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,704.0,wrought,LLM_ONLY,SUCCESS,850,945.0,1100,1005.0,25,20.0,170,,,,LOW,N/A,0,1.7
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,760.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,170,154.0,,,LOW,N/A,0,1.6
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,-196.0,wrought,LLM_ONLY,SUCCESS,1200,,1400,1035.0,10,46.0,230000,,,,LOW,N/A,0,0.8
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,-78.0,wrought,LLM_ONLY,SUCCESS,1200,,1600,819.0,20,51.0,230000,,,,LOW,N/A,0,1.7
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,324.0,1400,720.0,25,,215000,196.0,,,LOW,N/A,0,2.1
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,200.0,wrought,LLM_ONLY,SUCCESS,900,336.0,1200,713.0,25,41.0,205000,185.0,,,LOW,N/A,0,2.2
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,204.0,wrought,LLM_ONLY,SUCCESS,850,336.0,1200,713.0,25,41.0,190,185.0,,,LOW,N/A,0,1.0
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,427.0,wrought,LLM_ONLY,SUCCESS,550,301.0,900,687.0,25,44.0,200,,,,LOW,N/A,0,1.5
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,600.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190000,158.0,,,LOW,N/A,0,1.7
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,649.0,wrought,LLM_ONLY,SUCCESS,240,272.0,520,472.0,25,37.0,190,,,,LOW,N/A,0,1.7
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,800.0,wrought,LLM_ONLY,SUCCESS,450,,700,,25,,180,143.0,,,LOW,N/A,0,1.4
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,871.0,wrought,LLM_ONLY,SUCCESS,220,177.0,520,252.0,25,51.0,180,,,,LOW,N/A,0,1.4
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,1000.0,wrought,LLM_ONLY,SUCCESS,220,,450,,25,,150,126.0,,,LOW,N/A,0,1.0
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,1093.0,wrought,LLM_ONLY,SUCCESS,120,55.0,250,90.0,25,40.0,150,,,,LOW,N/A,0,1.3
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,1204.0,wrought,LLM_ONLY,SUCCESS,50,26.0,100,37.0,20,31.0,150,,,,LOW,N/A,0,1.9
Haynes 625 alloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,490.0,1250,905.0,25,48.5,220000,208.0,,,LOW,N/A,0,1.4
Haynes 625 alloy,100.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,220000,201.0,,,LOW,N/A,0,1.0
Haynes 625 alloy,200.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,220000,199.0,,,LOW,N/A,0,1.3
Haynes 625 alloy,300.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,220000,192.0,,,LOW,N/A,0,1.2
Haynes 625 alloy,400.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,210000,186.0,,,LOW,N/A,0,1.4
Haynes 625 alloy,500.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,180,179.0,,,LOW,N/A,0,1.9
Haynes 625 alloy,540.0,wrought,LLM_ONLY,SUCCESS,850,370.0,1050,770.0,25,54.0,190,,,,LOW,N/A,0,1.1
Haynes 625 alloy,600.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190000,171.0,,,LOW,N/A,0,1.1
Haynes 625 alloy,650.0,wrought,LLM_ONLY,SUCCESS,850,370.0,1050,760.0,25,55.6,180,,,,LOW,N/A,0,1.5
Haynes 625 alloy,700.0,wrought,LLM_ONLY,SUCCESS,800,,1050,,20,,180,163.0,,,LOW,N/A,0,1.8
Haynes 625 alloy,760.0,wrought,LLM_ONLY,SUCCESS,800,345.0,1050,600.0,20,53.1,180,,,,LOW,N/A,0,1.5
Haynes 625 alloy,800.0,wrought,LLM_ONLY,SUCCESS,900,,1100,,20,,170,153.0,,,LOW,N/A,0,1.9
Haynes 625 alloy,870.0,wrought,LLM_ONLY,SUCCESS,250,205.0,550,345.0,25,45.9,180,,,,LOW,N/A,0,1.7
Haynes 625 alloy,900.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,220,142.0,,,LOW,N/A,0,1.0
Haynes 625 alloy,980.0,wrought,LLM_ONLY,SUCCESS,450,83.0,700,165.0,25,43.8,180,,,,LOW,N/A,0,1.7
Haynes 625 alloy,1000.0,wrought,LLM_ONLY,SUCCESS,450,,700,,20,,180,126.0,,,LOW,N/A,0,1.5
Haynes 625 alloy,1095.0,wrought,LLM_ONLY,SUCCESS,200,39.0,400,95.0,20,44.7,150,,,,LOW,N/A,0,1.9
Haynes 718 alloy,20.0,wrought,LLM_ONLY,SUCCESS,900,1175.0,1200,1395.0,25,22.3,210,200.0,,,LOW,N/A,0,1.0
Haynes 718 alloy,100.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,220000,199.0,,,LOW,N/A,0,1.1
Haynes 718 alloy,200.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,220000,191.0,,,LOW,N/A,0,1.5
Haynes 718 alloy,300.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,220000,185.0,,,LOW,N/A,0,1.1
Haynes 718 alloy,400.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,220000,179.0,,,LOW,N/A,0,1.0
Haynes 718 alloy,500.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,210000,173.0,,,LOW,N/A,0,1.7
Haynes 718 alloy,540.0,wrought,LLM_ONLY,SUCCESS,850,995.0,1050,1130.0,25,24.4,210000,,,,LOW,N/A,0,1.9
Haynes 718 alloy,600.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,190,167.0,,,LOW,N/A,0,1.1
Haynes 718 alloy,650.0,wrought,LLM_ONLY,SUCCESS,850,1000.0,1050,1155.0,20,19.9,190,,,,LOW,N/A,0,1.5
Haynes 718 alloy,700.0,wrought,LLM_ONLY,SUCCESS,450,,900,,25,,180,159.0,,,LOW,N/A,0,1.3
Haynes 718 alloy,760.0,wrought,LLM_ONLY,SUCCESS,450,750.0,700,855.0,25,10.2,180,,,,LOW,N/A,0,1.6
Haynes 718 alloy,800.0,wrought,LLM_ONLY,SUCCESS,850,,1100,,20,,190,149.0,,,LOW,N/A,0,1.6
Haynes 718 alloy,870.0,wrought,LLM_ONLY,SUCCESS,250,305.0,550,420.0,25,27.7,180,,,,LOW,N/A,0,1.2
Haynes 718 alloy,900.0,wrought,LLM_ONLY,SUCCESS,250,,550,,25,,180,134.0,,,LOW,N/A,0,1.9
Haynes 718 alloy,980.0,wrought,LLM_ONLY,SUCCESS,150,90.0,350,145.0,20,37.0,170,,,,LOW,N/A,0,1.4
Haynes 718 alloy,1000.0,wrought,LLM_ONLY,SUCCESS,250,,550,,20,,150,117.0,,,LOW,N/A,0,1.5
Haynes 718 alloy,1095.0,wrought,LLM_ONLY,SUCCESS,120,40.0,250,77.0,20,38.5,150,,,,LOW,N/A,0,1.3
Haynes CABVAL Hastelloy® G-50™ Grade 100 Ni-Cr-Fe-Mo Alloy,23.0,wrought,LLM_ONLY,SUCCESS,450,,950,,25,,214000,192.0,,,LOW,N/A,0,1.6
Haynes Hastelloy® B-2 alloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,396.0,1400,914.0,20,55.0,220000,217.0,,,LOW,N/A,0,1.5
Haynes Hastelloy® B-2 alloy,316.0,wrought,LLM_ONLY,SUCCESS,550,,750,,20,,190,202.0,,,LOW,N/A,0,1.0
Haynes Hastelloy® B-2 alloy,427.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,190000,196.0,,,LOW,N/A,0,1.5
Haynes Hastelloy® B-2 alloy,538.0,wrought,LLM_ONLY,SUCCESS,550,,750,,20,,180,189.0,,,LOW,N/A,0,1.2
Haynes Hastelloy® B-3® alloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,421.0,1250,862.0,20,53.0,220000,216.0,,,LOW,N/A,0,0.9
Haynes Hastelloy® B-3® alloy,93.0,wrought,LLM_ONLY,SUCCESS,900,379.0,1200,834.0,25,57.0,220000,,,,LOW,N/A,0,1.2
Haynes Hastelloy® B-3® alloy,100.0,wrought,LLM_ONLY,SUCCESS,1050,,1250,,20,,214,213.0,,,LOW,N/A,0,1.4
